panel,figure_label,method,program,seed,rqvi_gp,flashier_factor,gene,gene_effect,mean_log_expr,source_column,above_0p1,abs_above_0p1,rank_positive_effect,rank_abs_effect
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Fosb,0.243671182156237,0.068966688315794,V35,True,True,20,20
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,H3f3b,0.235025095505123,1.3906502903675446,V35,True,True,21,21
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Egr1,0.228490282934571,0.0977729163658439,V35,True,True,22,22
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Btg1,0.220881071575062,0.8255316088206961,V35,True,True,23,23
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Pim1,0.220225938439696,0.314278870721948,V35,True,True,24,24
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Nr4a2,0.21939572110923,0.1868035300311853,V35,True,True,25,25
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Nfkbid,0.214195768917447,0.1054381169072302,V35,True,True,26,26
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Ubc,0.210801565646225,0.5741273299485325,V35,True,True,27,27
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Tsc22d3,0.207823561084727,0.3551576273179881,V35,True,True,28,28
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Ifrd1,0.20696804400306,0.2346207877618552,V35,True,True,29,29
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Hsp90aa1,0.200299597305233,0.4049236381799486,V35,True,True,30,30
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Dennd4a,0.193174687264098,0.339845826214157,V35,True,True,31,31
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Rgs1,0.185136145194472,0.435998345422072,V35,True,True,32,32
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Hspa5,0.18483587967942,0.4882879819819578,V35,True,True,33,33
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Dnajb1,0.184713717847675,0.2064339806462903,V35,True,True,34,34
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Tagap,0.181611376002007,0.1334337926254649,V35,True,True,35,35
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Rgcc,0.169211937352481,0.1947765947499924,V35,True,True,36,36
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Ptma,0.166085975488451,1.448974408150063,V35,True,True,37,37
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Srgn,0.15937117731815,0.9423947321893886,V35,True,True,38,38
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Slc38a2,0.156122877964929,0.193319714066972,V35,True,True,39,39
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Csrnp1,0.153942083006702,0.079961762284851,V35,True,True,40,40
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Vps37b,0.150850005646364,0.4792467047241613,V35,True,True,41,41
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Dusp2,0.150202105636349,0.2214734665654326,V35,True,True,42,42
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Vim,0.146654674563571,0.7035351041512052,V35,True,True,43,43
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Dnaja1,0.144467159271715,0.4600733983920357,V35,True,True,44,44
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Nr4a3,0.143379468409511,0.1113142028569125,V35,True,True,45,45
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Ier5,0.134683197957649,0.1838453012242816,V35,True,True,46,46
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Cited2,0.129783505164947,0.2285171897540669,V35,True,True,47,47
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Nfkbiz,0.123088568852128,0.0965998281042395,V35,True,True,48,48
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Dusp5,0.120340775583893,0.1833881784969917,V35,True,True,49,49
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Clk1,0.120075275478625,0.2402210040530737,V35,True,True,50,50
Fig7g,Figure 7g,Flashier,Flashier F35,,,35,Ifng,0.118981709948083,0.0704083942707197,V35,True,True,51,51
